Sex,Age,Year,Month,Day,Street Number,Birthday,Name,Surname,City,Street,State,State Voted
Female,64,1956,5,25,18,1956-5-25,Julie,Mosley,Hayward,View,California,California
Male,44,1976,11,29,95,1976-11-29,Alexander,Ferguson,Glendale,Second,Arizona,Arizona
Male,54,1966,5,30,63,1966-5-30,Gregory,Watson,Yonkers,Hill,New York,New York
Female,70,1950,4,12,49,1950-4-12,Olivia,Fields,Lincoln,View,Nebraska,Nebraska
Male,21,1999,11,7,61,1999-11-7,Edward,Garrison,Naperville,Main,Illinois,Illinois
Female,61,1959,1,8,9,1959-1-8,Abigail,Jimenez,Portland,Hill,Oregon,Arizona
Male,63,1957,5,30,87,1957-5-30,Larry,Fowler,El Paso,Hill,Texas,Texas
Male,23,1997,8,20,3,1997-8-20,Jordan,Wiley,Nashville,Eighth,Tennessee,Tennessee
Male,59,1961,5,4,35,1961-5-4,Patrick,Skinner,El Paso,Lake,Texas,Texas
Female,18,2002,1,19,54,2002-1-19,Maria,Aguilar,Baltimore,View,Maryland,Maryland
Female,40,1980,4,20,13,1980-4-20,Dorothy,Gross,McAllen,Elm,Texas,Texas
Female,65,1955,1,13,11,1955-1-13,Maria,Russo,St. Petersburg,Ninth,Florida,Florida
Female,84,1936,7,17,31,1936-7-17,Sara,Schroeder,Hayward,Sixth,California,California
Female,84,1936,12,4,89,1936-12-4,Danielle,Figueroa,Sacramento,Maple,California,California
Female,48,1972,4,24,42,1972-4-24,Helen,Stephens,Glendale,Maple,Arizona,Arizona
Male,50,1970,10,15,4,1970-10-15,Eugene,Herman,Colorado Springs,Maple,Colorado,Colorado
Male,87,1933,6,11,88,1933-6-11,Andrew,Alford,Fort Worth,First,Texas,Texas
Female,42,1978,8,25,54,1978-8-25,Patricia,Huber,Las Vegas,Seventh,Nevada,Nevada
Male,25,1995,2,9,88,1995-2-9,Steven,Bradshaw,Sunnyvale,Washington,California,California
Male,80,1940,1,22,50,1940-1-22,Bradley,Sutton,Macon County,Oak,Georgia,Georgia
Female,41,1979,5,23,79,1979-5-23,Sara,Wallace,Greensboro,Pine,North Carolina,North Carolina
Female,71,1949,10,23,79,1949-10-23,Judith,Dillard,Modesto,Seventh,California,California
Female,42,1978,10,21,1,1978-10-21,Laura,Rowe,Sacramento,Second,California,California
Female,61,1959,2,11,64,1959-2-11,Andrea,Stone,Honolulu,Park,Hawaii,Montana
Female,26,1994,6,27,21,1994-6-27,Hannah,Dickson,Orlando,Sixth,Florida,Florida
Male,28,1992,11,30,69,1992-11-30,Roger,Ruiz,Des Moines,Park,Iowa,Iowa
Male,46,1974,7,28,9,1974-7-28,Harold,Hayden,Frisco,Park,Texas,Texas
Female,20,2000,12,11,2,2000-12-11,Jennifer,Floyd,Metairie,Maple,Louisiana,Louisiana
Female,60,1960,1,8,11,1960-1-8,Amber,Vang,Mobile,Washington,Alabama,Alabama
Female,84,1936,7,2,95,1936-7-2,Patricia,Crosby,Tampa,Lake,Florida,Kentucky
Male,64,1956,10,28,5,1956-10-28,Daniel,Acevedo,Houston,Maple,Texas,Texas
Male,87,1933,2,25,58,1933-2-25,Roger,Mills,San Diego,Main,California,California
Male,25,1995,11,13,34,1995-11-13,Brian,Mcclain,Bakersfield,Washington,California,California
Male,76,1944,8,4,99,1944-8-4,Roy,Hatfield,Portland,Oak,Oregon,Oregon
Female,39,1981,12,24,72,1981-12-24,Kayla,Lott,Boise,Lake,Idaho,Idaho
Female,56,1964,10,1,38,1964-10-1,Sharon,Ayala,Arlington,Fourth,Texas,Texas
Female,73,1947,5,29,91,1947-5-29,Donna,Decker,Aurora,Sixth,Colorado,Colorado
Female,52,1968,9,26,80,1968-9-26,Brittany,Combs,Clarksville,Eighth,Tennessee,Tennessee
Female,57,1963,2,14,80,1963-2-14,Deborah,Hays,Grand Rapids,Third,Michigan,Michigan
Male,86,1934,11,25,46,1934-11-25,Benjamin,Wallace,Torrance,Park,California,California
Female,28,1992,4,5,9,1992-4-5,Shirley,Bryant,Las Vegas,Main,Nevada,Nevada
Female,74,1946,5,28,83,1946-5-28,Ann,Holt,Pembroke Pines,Park,Florida,Florida
Female,34,1986,8,30,55,1986-8-30,Teresa,Ellison,Anchorage,Maple,Alaska,Louisiana
Male,89,1931,6,6,17,1931-6-6,Ryan,Thomas,Scottsdale,Main,Arizona,Arizona
Female,33,1987,5,15,94,1987-5-15,Isabella,Kidd,Jersey City,First,New Jersey,New Jersey
Female,42,1978,1,29,36,1978-1-29,Denise,Duncan,Pittsburgh,Second,Pennsylvania,Pennsylvania
Male,39,1981,12,30,98,1981-12-30,Richard,Zimmerman,Lincoln,Fourth,Nebraska,Nebraska
Female,56,1964,7,17,94,1964-7-17,Andrea,Bernard,Lancaster,View,California,California
Female,73,1947,10,26,28,1947-10-26,Betty,Jefferson,Sioux Falls,Fourth,South Dakota,Alaska
Female,87,1933,6,15,92,1933-6-15,Charlotte,Franco,Clarksville,Fifth,Tennessee,Tennessee
Male,52,1968,12,25,77,1968-12-25,Logan,Kirk,North Las Vegas,Third,Nevada,Nevada
Male,70,1950,9,27,19,1950-9-27,Bruce,Cotton,Boise,Maple,Idaho,Idaho
Male,87,1933,5,8,44,1933-5-8,Lawrence,Nichols,Seattle,Washington,Washington,Washington
Male,23,1997,2,8,21,1997-2-8,George,Clay,Chula Vista,Sixth,California,California
Male,83,1937,11,4,100,1937-11-4,Daniel,Buckley,Oxnard,Maple,California,California
Male,73,1947,3,8,77,1947-3-8,Jonathan,Calderon,Los Angeles,Second,California,California
Female,39,1981,1,18,35,1981-1-18,Brittany,Strickland,Torrance,First,California,California
Male,88,1932,4,10,82,1932-4-10,Walter,Miller,Montgomery,Oak,Alabama,Alabama
Female,70,1950,7,21,35,1950-7-21,Frances,Mcpherson,Garden Grove,Ninth,California,California
Female,28,1992,9,28,58,1992-9-28,Debra,Stokes,Madison,Second,Wisconsin,Wisconsin
Female,24,1996,3,25,61,1996-3-25,Natalie,Rice,Austin,Main,Texas,Texas
Male,51,1969,1,30,98,1969-1-30,Billy,Pate,Louisville,Fifth,Kentucky,Kentucky
Female,21,1999,10,31,17,1999-10-31,Pamela,Horton,Naperville,Third,Illinois,Illinois
Female,56,1964,8,27,6,1964-8-27,Rose,Faulkner,Orlando,Cedar,Florida,Oklahoma
Female,73,1947,9,10,38,1947-9-10,Madison,Anthony,Durham,Sixth,North Carolina,North Carolina
Male,39,1981,10,2,28,1981-10-2,Louis,Knowles,Lubbock,Washington,Texas,Texas
Male,33,1987,8,23,58,1987-8-23,Patrick,Osborn,Birmingham,Cedar,Alabama,Alabama
Female,55,1965,8,15,14,1965-8-15,Rebecca,Soto,Columbus,Oak,Ohio,Ohio
Male,43,1977,9,17,26,1977-9-17,Scott,Wheeler,Pasadena,Hill,Texas,Texas
Male,67,1953,7,15,85,1953-7-15,Albert,Davis,Reno,Washington,Nevada,Nevada
Male,61,1959,5,25,15,1959-5-25,David,Johnston,Des Moines,Cedar,Iowa,Iowa
Female,76,1944,12,3,54,1944-12-3,Isabella,Gibson,Elk Grove,Ninth,California,California
Male,72,1948,8,4,85,1948-8-4,Adam,Britt,Louisville,Fourth,Kentucky,New York
Male,64,1956,10,3,45,1956-10-3,Andrew,Skinner,Des Moines,Second,Iowa,Iowa
Female,58,1962,12,21,7,1962-12-21,Christina,Lara,Lincoln,Maple,Nebraska,Nebraska
Female,89,1931,8,2,30,1931-8-2,Karen,Roberts,Anchorage,Lake,Alaska,Alaska
Male,29,1991,8,20,67,1991-8-20,Lawrence,Madden,Santa Clarita,Fourth,California,California
Female,66,1954,2,11,87,1954-2-11,Catherine,Clements,Santa Rosa,Maple,California,California
Male,81,1939,5,29,84,1939-5-29,Gregory,Kennedy,Toledo,View,Ohio,Ohio
Female,79,1941,5,8,65,1941-5-8,Pamela,Dillard,Honolulu,Main,Hawaii,Hawaii
Female,70,1950,3,23,70,1950-3-23,Hannah,Humphrey,Mesa,Pine,Arizona,Arizona
Male,68,1952,10,22,55,1952-10-22,Austin,Rodriguez,Huntington Beach,Cedar,California,California
Male,39,1981,10,22,70,1981-10-22,Johnny,Bowen,Chesapeake,Fifth,Virginia,Virginia
Female,34,1986,3,26,97,1986-3-26,Amber,Blair,Las Vegas,Ninth,Nevada,Nevada
Female,24,1996,6,2,48,1996-6-2,Shirley,Owens,Birmingham,Maple,Alabama,Alabama
Female,56,1964,10,4,18,1964-10-4,Pamela,Brady,Surprise,Hill,Arizona,Arizona
Female,83,1937,5,31,56,1937-5-31,Jean,Pruitt,Dallas,Eighth,Texas,Texas
Male,63,1957,6,15,4,1957-6-15,Brandon,Mack,Spokane,Cedar,Washington,Washington
Male,47,1973,1,30,2,1973-1-30,Jesse,Haley,Naperville,Fifth,Illinois,Illinois
Female,25,1995,3,20,57,1995-3-20,Judy,Howe,Columbus,First,Ohio,Ohio
Male,63,1957,9,19,47,1957-9-19,Gerald,Briggs,St. Paul,Hill,Minnesota,Minnesota
Female,63,1957,7,10,73,1957-7-10,Kathryn,Dickerson,Pembroke Pines,Cedar,Florida,Florida
Male,33,1987,2,25,30,1987-2-25,Jesse,Weber,Los Angeles,Oak,California,California
Female,59,1961,12,17,29,1961-12-17,Pamela,Guzman,Miramar,Fifth,Florida,South Dakota
Female,64,1956,10,15,13,1956-10-15,Frances,Hayden,Sunnyvale,View,California,California
Female,81,1939,1,4,91,1939-1-4,Frances,Burgess,Philadelphia,Elm,Pennsylvania,Pennsylvania
Female,52,1968,9,4,18,1968-9-4,Victoria,Orr,Providence,Washington,Rhode Island,Rhode Island
Female,88,1932,3,29,16,1932-3-29,Laura,Underwood,Akron,Maple,Ohio,Ohio
Male,31,1989,4,25,13,1989-4-25,Edward,Davidson,Raleigh,Pine,North Carolina,North Carolina
Female,79,1941,9,27,99,1941-9-27,Karen,Rodriquez,Seattle,Washington,Washington,Washington
Male,67,1953,6,21,13,1953-6-21,Jordan,Witt,Boston,Eighth,Massachusetts,Ohio
Male,53,1967,1,14,58,1967-1-14,Stephen,Riggs,Waco,Cedar,Texas,Texas
Male,58,1962,8,29,17,1962-8-29,Joe,Harrell,Gilbert,Maple,Arizona,Arizona
Male,85,1935,4,28,35,1935-4-28,Joshua,Beach,Lakewood,Washington,Colorado,Colorado
Female,62,1958,11,22,70,1958-11-22,Alexis,Hull,Minneapolis,Hill,Minnesota,Minnesota
Male,20,2000,9,30,32,2000-9-30,Bruce,Tyler,Arlington,Maple,Texas,Texas
Male,78,1942,12,19,94,1942-12-19,Edward,Dodson,Detroit,Ninth,Michigan,Michigan
Male,63,1957,9,25,65,1957-9-25,Alan,Gilbert,Lubbock,Maple,Texas,Nebraska
Male,32,1988,7,13,33,1988-7-13,Eric,Everett,Virginia Beach,Oak,Virginia,Virginia
Female,52,1968,10,15,26,1968-10-15,Angela,Reese,Chesapeake,Sixth,Virginia,Virginia
Female,27,1993,8,26,42,1993-8-26,Kimberly,Rich,Salt Lake City,Sixth,Utah,Utah
Female,75,1945,4,9,78,1945-4-9,Janice,Church,Modesto,Seventh,California,California
Female,79,1941,2,20,62,1941-2-20,Jennifer,Roach,Waco,Eighth,Texas,Texas
Female,49,1971,4,3,6,1971-4-3,Christina,Gill,Cincinnati,Third,Ohio,Ohio
Female,38,1982,5,12,33,1982-5-12,Lauren,Willis,Peoria,View,Arizona,Arizona
Female,56,1964,3,21,2,1964-3-21,Lisa,Haley,Garden Grove,Fifth,California,California
Male,41,1979,9,15,32,1979-9-15,Kyle,Hendrix,Clarksville,Main,Tennessee,Tennessee
Female,89,1931,11,15,59,1931-11-15,Christina,Holmes,Miami,Second,Florida,Florida
Male,21,1999,2,22,79,1999-2-22,Gerald,Hart,Hialeah,Sixth,Florida,Florida
Female,63,1957,2,28,30,1957-2-28,Sandra,West,Birmingham,Pine,Alabama,Alabama
Female,24,1996,7,17,92,1996-7-17,Madison,Pope,Cary,Ninth,North Carolina,North Carolina
Male,89,1931,5,19,27,1931-5-19,Michael,Moses,Tulsa,Fifth,Oklahoma,Oklahoma
Female,37,1983,4,10,63,1983-4-10,Dorothy,Brady,Gilbert,Pine,Arizona,Arizona
Male,32,1988,2,13,41,1988-2-13,Keith,Mullins,Houston,Ninth,Texas,Texas
Male,77,1943,6,30,58,1943-6-30,Gabriel,Blanchard,Spokane,Cedar,Washington,Washington
Female,74,1946,9,30,63,1946-9-30,Diane,Gibson,Nashville,Maple,Tennessee,Tennessee
Male,37,1983,7,5,66,1983-7-5,Walter,Wright,Atlanta,Sixth,Georgia,Georgia
Male,47,1973,3,31,79,1973-3-31,Peter,Cobb,Pomona,Park,California,California
Female,33,1987,3,20,58,1987-3-20,Susan,Rose,Fayetteville,Park,North Carolina,North Carolina
Female,70,1950,9,24,88,1950-9-24,Kimberly,Brady,Olathe,Hill,Kansas,Kansas
Female,21,1999,4,20,18,1999-4-20,Cheryl,Meadows,Honolulu,First,Hawaii,Hawaii
Male,49,1971,1,28,35,1971-1-28,Larry,Vance,Greensboro,Ninth,North Carolina,North Carolina
Male,18,2002,1,10,93,2002-1-10,Douglas,Mcleod,Huntsville,Lake,Alabama,Alabama
Male,45,1975,1,22,57,1975-1-22,Steven,Santos,Tulsa,Second,Oklahoma,Oklahoma
Male,82,1938,11,22,35,1938-11-22,Arthur,Allison,Lincoln,Oak,Nebraska,Nebraska
Male,22,1998,10,15,76,1998-10-15,Tyler,Cooper,Jacksonville,Second,Florida,Florida
Female,74,1946,8,5,87,1946-8-5,Martha,Graves,New Orleans,Eighth,Louisiana,Louisiana
Male,26,1994,9,14,99,1994-9-14,Anthony,Sears,Wichita,Oak,Kansas,Kansas
Male,42,1978,8,16,15,1978-8-16,Raymond,Little,Salinas,Ninth,California,California
Male,34,1986,9,29,13,1986-9-29,Jonathan,Oneal,Hayward,View,California,California
Female,88,1932,11,23,24,1932-11-23,Susan,Herrera,Santa Clarita,Eighth,California,Washington
Male,42,1978,4,9,18,1978-4-9,Eric,Mcgee,Scottsdale,Park,Arizona,Arizona
Male,28,1992,10,14,49,1992-10-14,Gabriel,Clay,Charlotte,Ninth,North Carolina,North Carolina
Male,72,1948,7,31,63,1948-7-31,Roger,Byers,Spring Valley,Eighth,Nevada,Nevada
Female,38,1982,12,26,87,1982-12-26,Amanda,Walters,Sunrise Manor,Hill,Nevada,Nevada
Female,75,1945,11,1,90,1945-11-1,Michelle,Clark,Killeen,Oak,Texas,Texas
Male,21,1999,4,3,88,1999-4-3,James,Hunt,Sunrise Manor,First,Nevada,Nevada
Female,74,1946,9,1,15,1946-9-1,Margaret,Sykes,Paradise,Main,Nevada,Nevada
Female,59,1961,1,30,90,1961-1-30,Denise,French,Jacksonville,Lake,Florida,Florida
Male,70,1950,9,18,16,1950-9-18,Bobby,Fitzpatrick,Springfield,First,Missouri,Missouri
Male,80,1940,10,20,98,1940-10-20,Terry,Haney,Chandler,Fifth,Arizona,Arizona
Male,37,1983,3,1,94,1983-3-1,Vincent,Pierce,Cape Coral,Ninth,Florida,Florida
Male,29,1991,3,1,100,1991-3-1,Roy,Fleming,Oxnard,Oak,California,California
Male,49,1971,4,26,23,1971-4-26,Anthony,Trujillo,Des Moines,Third,Iowa,Iowa
Male,86,1934,9,29,3,1934-9-29,Dennis,Allen,Arlington,Washington,Texas,Texas
Male,75,1945,1,5,13,1945-1-5,Roger,Spence,Aurora,Park,Colorado,Florida
Male,73,1947,3,10,97,1947-3-10,Patrick,Mann,Augusta,View,Georgia,Georgia
Male,49,1971,12,1,85,1971-12-1,Jack,Decker,Fort Worth,Sixth,Texas,Texas
Male,48,1972,9,22,38,1972-9-22,Jordan,Whitney,Garland,Cedar,Texas,Texas
Male,41,1979,10,28,48,1979-10-28,Jose,Ward,Miami,Seventh,Florida,Florida
Male,60,1960,8,11,95,1960-8-11,Christopher,Rivera,Fort Collins,Washington,Colorado,Colorado
Male,86,1934,9,27,11,1934-9-27,Carl,Berry,Bayamon,Seventh,Puerto Rico,Puerto Rico
Male,44,1976,10,26,3,1976-10-26,Bobby,Ward,Spring Valley,Oak,Nevada,Nevada
Male,68,1952,10,5,39,1952-10-5,Robert,Hyde,Killeen,Maple,Texas,Texas
Male,66,1954,5,22,32,1954-5-22,Gabriel,Fleming,St. Petersburg,Cedar,Florida,Florida
Male,74,1946,7,21,20,1946-7-21,Henry,Cortez,Boston,View,Massachusetts,Massachusetts
Female,45,1975,6,30,45,1975-6-30,Gloria,Shelton,Salt Lake City,Fifth,Utah,Utah
Male,18,2002,1,27,56,2002-1-27,Walter,Anthony,Washington,Second,District of Columbia,District of Columbia
Male,61,1959,10,8,99,1959-10-8,Steven,Sears,Newark,Sixth,New Jersey,New Jersey
Female,49,1971,11,6,57,1971-11-6,Rachel,Casey,El Paso,Eighth,Texas,Texas
Male,87,1933,8,11,22,1933-8-11,Charles,Roach,Birmingham,Cedar,Alabama,Alabama
Male,49,1971,7,25,52,1971-7-25,Lawrence,Hayes,Anaheim,Oak,California,California
Male,79,1941,4,20,9,1941-4-20,John,Osborn,Sacramento,Second,California,California
Female,21,1999,5,3,26,1999-5-3,Margaret,Beasley,Las Vegas,Sixth,Nevada,Nevada
Male,71,1949,9,5,79,1949-9-5,Edward,Rojas,Henderson,Second,Nevada,Nevada
Male,32,1988,5,6,89,1988-5-6,Bradley,Davis,Santa Ana,First,California,California
Male,77,1943,1,18,3,1943-1-18,Matthew,Walter,Orlando,Fourth,Florida,Florida
Female,71,1949,2,6,96,1949-2-6,Anna,Burgess,Dallas,Maple,Texas,Texas
Male,66,1954,4,27,3,1954-4-27,Wayne,Flynn,Jacksonville,Main,Florida,Florida
Male,44,1976,2,5,51,1976-2-5,Kenneth,Mcneil,Baton Rouge,Main,Louisiana,Louisiana
Male,89,1931,2,9,9,1931-2-9,Carl,Macias,Fort Worth,Fifth,Texas,Texas
Female,38,1982,3,31,38,1982-3-31,Evelyn,Blevins,Columbus,Ninth,Ohio,Ohio
Male,83,1937,8,21,24,1937-8-21,Bradley,Glenn,Elk Grove,First,California,California
Female,50,1970,3,5,35,1970-3-5,Teresa,Moore,Pasadena,Lake,Texas,Connecticut
Male,86,1934,12,27,53,1934-12-27,Jose,Garcia,St. Louis,Second,Missouri,Missouri
Female,54,1966,8,5,35,1966-8-5,Martha,Hodge,Reno,Third,Nevada,Nevada
Female,65,1955,4,22,81,1955-4-22,Betty,Houston,Seattle,Cedar,Washington,Washington
Female,36,1984,10,15,89,1984-10-15,Lisa,Arnold,Pembroke Pines,Sixth,Florida,Nebraska
Female,52,1968,6,29,23,1968-6-29,Mary,Davidson,Augusta,Hill,Georgia,Georgia
Male,40,1980,4,30,25,1980-4-30,Henry,Townsend,Huntington Beach,Fourth,California,California
Male,89,1931,4,15,12,1931-4-15,Willie,Baldwin,Shreveport,First,Louisiana,Louisiana
Male,46,1974,9,6,2,1974-9-6,Russell,Sanchez,San Juan,Fourth,Puerto Rico,Puerto Rico
Female,49,1971,5,24,31,1971-5-24,Rebecca,Hughes,Austin,Third,Texas,Texas
Female,26,1994,3,21,55,1994-3-21,Brittany,Hubbard,Glendale,Maple,Arizona,Arizona
Male,71,1949,12,29,71,1949-12-29,Bryan,Oneil,Scottsdale,Fourth,Arizona,Arizona
Male,59,1961,11,16,62,1961-11-16,Adam,Figueroa,Cape Coral,Eighth,Florida,Florida
Male,78,1942,10,31,79,1942-10-31,Brandon,Stokes,San Juan,Park,Puerto Rico,Puerto Rico
Male,70,1950,6,5,37,1950-6-5,Bruce,Ellis,Roseville,Cedar,California,California
Female,44,1976,6,27,95,1976-6-27,Debra,Cook,Chattanooga,Eighth,Tennessee,Tennessee
Male,67,1953,7,22,11,1953-7-22,William,Nieves,Akron,Fifth,Ohio,Ohio
Male,19,2001,7,28,62,2001-7-28,Louis,Coleman,Buffalo,Second,New York,New York
Female,38,1982,6,25,59,1982-6-25,Pamela,Glass,Gilbert,Oak,Arizona,Arizona
Male,30,1990,2,8,87,1990-2-8,Justin,Norris,Bakersfield,Hill,California,California
Female,41,1979,7,1,39,1979-7-1,Alice,Meyers,Wichita,Park,Kansas,Kansas
Male,87,1933,4,21,32,1933-4-21,Jonathan,Fuller,Greensboro,Fourth,North Carolina,North Carolina
Male,78,1942,5,24,75,1942-5-24,Ryan,Stephenson,Fort Wayne,Elm,Indiana,Indiana
Male,44,1976,7,22,88,1976-7-22,Joseph,Lee,San Francisco,Eighth,California,California
Female,41,1979,7,10,60,1979-7-10,Nancy,Briggs,Glendale,Third,Arizona,Arizona
Female,49,1971,4,5,29,1971-4-5,Shirley,Chapman,Houston,Washington,Texas,Texas
Male,71,1949,9,3,52,1949-9-3,Lawrence,Petersen,Glendale,View,Arizona,Arizona
Male,52,1968,2,10,81,1968-2-10,Lawrence,Juarez,Miramar,Eighth,Florida,Florida
Female,60,1960,5,30,28,1960-5-30,Diana,Berry,Miami,Washington,Florida,Florida
Female,28,1992,3,20,7,1992-3-20,Donna,Valentine,Bakersfield,Fourth,California,California
Male,73,1947,8,4,36,1947-8-4,Kevin,Sloan,Spring Valley,Fourth,Nevada,Nevada
Male,65,1955,9,17,97,1955-9-17,James,Glenn,Glendale,Oak,Arizona,Arizona
Male,44,1976,11,30,16,1976-11-30,Jose,Diaz,Knoxville,Third,Tennessee,Tennessee
Male,52,1968,6,17,91,1968-6-17,Aaron,Dejesus,Murfreesboro,Fifth,Tennessee,Tennessee
Female,89,1931,11,26,14,1931-11-26,Sara,Reyes,St. Louis,View,Missouri,Missouri
Male,85,1935,1,13,90,1935-1-13,Keith,Ferguson,Hialeah,Seventh,Florida,Florida
Male,56,1964,1,2,50,1964-1-2,Jesse,Fields,Irving,Maple,Texas,Texas
Female,59,1961,1,7,59,1961-1-7,Emily,Stein,Charlotte,Maple,North Carolina,North Carolina
Male,84,1936,7,30,21,1936-7-30,Ethan,Simpson,Lancaster,Elm,California,California
Male,78,1942,11,17,41,1942-11-17,Terry,French,Pasadena,Lake,Texas,Texas
Female,46,1974,8,10,56,1974-8-10,Kathleen,Holcomb,Peoria,Elm,Arizona,Arizona
Female,31,1989,9,13,48,1989-9-13,Katherine,Mcleod,Clarksville,Washington,Tennessee,Tennessee
Male,39,1981,1,30,51,1981-1-30,Roy,Kline,Springfield,Washington,Missouri,Missouri
Male,37,1983,8,21,43,1983-8-21,Dennis,Nicholson,New Orleans,View,Louisiana,Louisiana
Female,78,1942,11,21,28,1942-11-21,Ashley,Long,Newark,Second,New Jersey,New Jersey
Male,66,1954,10,20,30,1954-10-20,Gabriel,Moody,Montgomery,Oak,Alabama,Alabama
Female,40,1980,6,11,39,1980-6-11,Amy,Lewis,Corpus Christi,Main,Texas,Texas
Female,86,1934,2,13,49,1934-2-13,Michelle,Higgins,Chicago,Washington,Illinois,Illinois
Female,37,1983,7,4,51,1983-7-4,Kelly,Fernandez,Augusta,View,Georgia,Georgia
Female,56,1964,10,31,59,1964-10-31,Lauren,Martinez,Oakland,Washington,California,California
Male,44,1976,10,1,56,1976-10-1,Richard,Buchanan,Orlando,Fourth,Florida,Florida
Male,55,1965,3,12,8,1965-3-12,Douglas,Crane,Shreveport,Third,Louisiana,Louisiana
Male,45,1975,3,1,16,1975-3-1,Daniel,Aguirre,Denver,View,Colorado,Colorado
Female,30,1990,5,23,4,1990-5-23,Isabella,Marsh,Raleigh,Park,North Carolina,North Carolina
Female,86,1934,5,5,9,1934-5-5,Margaret,Snider,Sunrise Manor,View,Nevada,Nevada
Female,47,1973,2,11,5,1973-2-11,Judy,Bryan,Fort Wayne,Lake,Indiana,Indiana
Female,44,1976,4,1,49,1976-4-1,Cheryl,Reilly,Pembroke Pines,Elm,Florida,Florida
Male,21,1999,6,19,67,1999-6-19,Andrew,Hardy,Corpus Christi,View,Texas,Texas
Female,83,1937,4,20,99,1937-4-20,Beverly,Ball,Columbus,Cedar,Ohio,Ohio
Male,47,1973,8,16,55,1973-8-16,Gregory,Finch,Indianapolis,Pine,Indiana,Indiana
Male,42,1978,5,14,5,1978-5-14,Keith,Sweet,Hollywood,Washington,Florida,Florida
Male,66,1954,12,5,77,1954-12-5,Andrew,Schneider,Atlanta,Cedar,Georgia,Georgia
Female,84,1936,7,14,61,1936-7-14,Doris,Herrera,Newark,Lake,New Jersey,New Jersey
Female,69,1951,1,22,70,1951-1-22,Julia,Gibbs,Rochester,Third,New York,New York
Female,84,1936,6,10,29,1936-6-10,Olivia,Kidd,Cape Coral,Pine,Florida,Florida
Male,43,1977,11,12,2,1977-11-12,Kevin,Vazquez,Scottsdale,Elm,Arizona,Arizona
Female,74,1946,5,12,3,1946-5-12,Maria,Byrd,Reno,Park,Nevada,Nevada
Female,32,1988,7,5,89,1988-7-5,Pamela,Wolf,Savannah,Maple,Georgia,Georgia
Male,26,1994,10,2,92,1994-10-2,Matthew,Carr,Denton,Main,Texas,Texas
Male,52,1968,2,18,2,1968-2-18,Paul,Riddle,Colorado Springs,Sixth,Colorado,Colorado
Male,31,1989,12,27,64,1989-12-27,Timothy,Grimes,Minneapolis,Washington,Minnesota,New Hampshire
Female,20,2000,11,16,76,2000-11-16,Angela,Stanton,Fremont,Lake,California,California
Male,57,1963,12,20,91,1963-12-20,Vincent,Dickerson,Rochester,Elm,New York,New York
Female,85,1935,8,30,17,1935-8-30,Kathleen,Vargas,San Diego,Oak,California,California
Female,44,1976,1,3,70,1976-1-3,Helen,Harris,Oakland,Washington,California,California
Male,81,1939,7,29,31,1939-7-29,Brian,Shelton,North Las Vegas,Elm,Nevada,Nevada
Female,26,1994,7,13,50,1994-7-13,Jean,Gonzales,Corona,Pine,California,California
Female,33,1987,10,26,53,1987-10-26,Andrea,Williams,Peoria,Eighth,Arizona,Arizona
Male,81,1939,12,17,89,1939-12-17,Nicholas,Mcintosh,Pittsburgh,Pine,Pennsylvania,Pennsylvania
Female,63,1957,5,17,23,1957-5-17,Nicole,Lott,Orlando,Lake,Florida,Florida
Male,36,1984,4,18,3,1984-4-18,Brandon,Burch,Pittsburgh,Hill,Pennsylvania,Pennsylvania
Male,22,1998,12,4,57,1998-12-4,Adam,Cooley,Cincinnati,Second,Ohio,Ohio
Male,78,1942,7,6,66,1942-7-6,Jeremy,Barry,Shreveport,First,Louisiana,Louisiana
Female,65,1955,3,2,25,1955-3-2,Sophia,Walton,Brownsville,Lake,Texas,Texas
Male,86,1934,10,10,74,1934-10-10,Brandon,Hickman,Boston,Second,Massachusetts,Massachusetts
Male,39,1981,8,3,31,1981-8-3,Carl,Day,El Paso,Oak,Texas,Texas
Female,65,1955,8,3,31,1955-8-3,Emma,Rollins,Joliet,Eighth,Illinois,Illinois
Male,54,1966,1,16,44,1966-1-16,Ryan,Young,Sunrise Manor,Seventh,Nevada,Montana
Male,62,1958,6,20,3,1958-6-20,Alexander,Delgado,Fort Lauderdale,Cedar,Florida,Florida
Male,42,1978,12,6,19,1978-12-6,Dylan,Brewer,Cary,Third,North Carolina,North Carolina
Male,55,1965,6,21,23,1965-6-21,Anthony,Haley,Eugene,Second,Oregon,Oregon
Female,24,1996,12,24,65,1996-12-24,Mary,Albert,Charlotte,Second,North Carolina,North Carolina
Male,45,1975,12,5,36,1975-12-5,Walter,Hewitt,Kansas City,Main,Missouri,Missouri
Male,83,1937,6,3,6,1937-6-3,Alexander,Armstrong,Baton Rouge,Seventh,Louisiana,Louisiana
Male,79,1941,5,17,7,1941-5-17,Stephen,Dudley,Oxnard,Hill,California,California
Female,79,1941,7,11,84,1941-7-11,Angela,Grant,Bakersfield,Third,California,California
Male,54,1966,2,19,85,1966-2-19,Roger,Valenzuela,Lincoln,Fourth,Nebraska,Nebraska
Female,65,1955,1,23,50,1955-1-23,Shirley,Osborne,Toledo,Sixth,Ohio,Ohio
Female,20,2000,12,20,13,2000-12-20,Diane,Lyons,Chandler,Lake,Arizona,Mississippi
